0,0,0,0,0,0,0.13793103448275862,0.8125
0,1,0,0,0,1,0.43103448275862066,0.1875
1,1,0,0,1,0,0.13793103448275862,0.3125
0,0,1,1,0,0,0.5862068965517241,0.0
0,1,0,0,1,0,0.5862068965517241,1.0
1,0,0,1,0,1,0.3448275862068966,0.0
0,0,0,1,0,0,0.29310344827586204,1.0
0,1,0,1,0,1,0.15517241379310345,0.0
0,1,0,0,1,1,0.3620689655172414,1.0
0,0,1,1,0,1,0.25862068965517243,1.0
1,0,1,0,1,1,0.22413793103448276,0.0
0,1,0,0,1,1,0.1724137931034483,0.1875
0,1,0,1,0,1,0.27586206896551724,0.0
0,0,0,0,1,1,0.3103448275862069,0.5625
0,1,0,0,1,1,0.13793103448275862,1.0
1,1,0,0,0,0,0.13793103448275862,0.0625
0,0,0,0,0,1,0.9655172413793104,0.1875
0,1,0,1,0,1,0.15517241379310345,0.375
1,1,0,0,1,1,0.3793103448275862,0.0625
1,0,1,0,1,1,0.29310344827586204,0.0625
0,1,0,1,0,0,0.0,0.375
1,0,1,0,1,0,0.13793103448275862,0.3125
1,1,0,1,0,1,0.46551724137931033,0.3125
1,0,1,1,0,1,0.6896551724137931,0.8125
0,1,0,1,0,0,0.8793103448275862,0.75
1,0,1,1,0,1,0.6724137931034483,0.0
1,1,0,1,0,0,0.46551724137931033,0.125
1,1,0,1,0,1,0.7931034482758621,0.0
0,1,0,0,1,1,0.29310344827586204,0.0
1,0,1,1,0,1,0.3275862068965517,0.0
0,1,0,0,1,1,0.3275862068965517,1.0
1,1,0,1,0,1,0.29310344827586204,0.1875
1,1,0,1,0,0,0.5,0.0625
0,1,0,0,0,1,0.5517241379310345,0.375
1,1,0,0,1,1,0.20689655172413793,0.0
0,0,0,1,0,1,0.017241379310344827,0.3125
1,0,0,0,0,1,0.5689655172413793,0.75
1,1,0,1,0,1,0.5,0.0
1,0,0,1,0,1,0.5344827586206896,0.0
1,1,0,1,0,0,0.3275862068965517,0.0625
0,1,0,1,0,0,0.25862068965517243,0.3125
0,1,0,1,0,0,0.13793103448275862,0.25
1,1,0,1,0,1,0.13793103448275862,0.0
0,1,0,1,0,1,0.3103448275862069,0.0
1,0,0,1,0,1,0.15517241379310345,0.0
0,1,0,1,0,1,0.2413793103448276,1.0
0,1,0,0,0,0,0.5,0.0
0,1,0,1,0,1,0.3620689655172414,0.0625
1,0,0,1,0,1,0.25862068965517243,0.0
1,1,0,0,0,0,0.43103448275862066,0.3125
1,1,0,1,0,0,0.3448275862068966,0.8125
1,1,0,0,1,0,0.20689655172413793,0.0
1,1,0,1,0,0,0.20689655172413793,0.0
0,1,0,0,0,0,0.8620689655172413,0.0
0,0,0,1,0,1,0.3103448275862069,1.0
0,1,0,0,1,1,0.43103448275862066,1.0
1,1,0,0,1,1,0.0,0.0
1,1,0,0,0,0,0.13793103448275862,0.0
0,1,0,1,0,1,0.3275862068965517,1.0
1,1,0,1,0,1,0.22413793103448276,0.0
0,1,0,1,0,1,0.7758620689655172,0.4375
1,1,0,1,0,1,0.15517241379310345,0.4375
1,0,1,1,0,1,0.08620689655172414,0.0
0,1,0,1,0,0,0.22413793103448276,0.0
0,1,0,1,0,0,0.034482758620689655,0.5625
1,1,0,1,0,0,0.5689655172413793,0.0
1,1,0,1,0,0,0.06896551724137931,0.0
1,1,0,1,0,1,0.13793103448275862,0.0
1,0,0,1,0,1,0.6551724137931034,0.0
1,0,1,1,0,1,0.3275862068965517,0.5625
1,1,0,1,0,1,0.5,0.5
0,1,0,1,0,1,0.6379310344827587,0.5
1,1,0,0,0,1,0.5344827586206896,0.3125
0,1,0,1,0,1,0.22413793103448276,0.375
0,1,0,1,0,1,0.1724137931034483,0.0625
1,0,1,1,0,1,0.3448275862068966,0.0
1,1,0,1,0,1,0.0,0.0
0,1,0,1,0,0,0.43103448275862066,0.25
1,0,0,1,0,0,0.2413793103448276,0.0
0,0,0,0,0,0,0.1724137931034483,0.5625
1,0,0,1,0,1,0.43103448275862066,0.1875
1,0,0,1,0,1,0.0,0.0
1,0,1,1,0,1,0.0,0.375
1,1,0,0,1,1,0.1206896551724138,0.0
0,1,0,0,0,1,0.2413793103448276,0.0
1,1,0,0,1,0,0.4827586206896552,0.0
0,0,0,1,0,0,0.0,0.6875
0,1,0,0,0,0,0.29310344827586204,0.0
0,0,0,1,0,0,0.5344827586206896,0.0
1,0,1,1,0,1,0.5344827586206896,0.0
1,1,0,0,1,1,0.25862068965517243,0.0
0,1,0,0,1,1,0.2413793103448276,1.0
0,1,0,0,1,0,0.0,0.125
0,1,0,0,0,0,0.27586206896551724,0.625
1,0,0,0,0,0,0.25862068965517243,0.125
0,0,0,0,0,0,0.0,0.3125
1,0,0,1,0,1,0.3275862068965517,0.3125
0,0,0,1,0,1,0.08620689655172414,0.8125
0,0,1,0,0,0,0.29310344827586204,0.0
1,0,1,1,0,1,0.4482758620689655,0.0
0,1,0,1,0,0,0.1896551724137931,0.6875
1,1,0,1,0,0,0.46551724137931033,0.6875
1,1,0,1,0,0,0.2413793103448276,0.0
0,1,0,1,0,1,0.15517241379310345,0.25
1,0,0,1,0,1,0.25862068965517243,0.0
0,1,0,1,0,1,0.0,1.0
1,1,0,1,0,0,0.3275862068965517,0.0
0,0,0,0,1,1,0.3793103448275862,0.8125
1,1,0,0,0,0,0.5,0.4375
0,1,0,0,1,1,0.0,1.0
1,1,0,0,1,1,0.1724137931034483,0.0
1,1,0,0,0,0,0.10344827586206896,0.0
1,1,0,0,1,0,0.10344827586206896,0.875
0,1,0,0,1,1,0.4482758620689655,1.0
1,1,0,1,0,1,0.5862068965517241,0.0625
0,1,0,1,0,0,0.0,1.0
1,1,0,1,0,1,0.5172413793103449,0.0
0,1,0,1,0,1,0.1206896551724138,1.0
0,0,0,1,0,0,0.6551724137931034,0.0
1,0,0,1,0,1,0.39655172413793105,0.0
1,1,0,1,0,0,0.1724137931034483,0.3125
1,0,1,0,0,0,0.3620689655172414,0.0
0,1,0,1,0,1,1.0,0.0625
0,1,0,0,0,0,0.39655172413793105,0.0
0,1,0,1,0,0,0.6551724137931034,0.375
0,1,0,1,0,1,0.0,0.875
1,1,0,0,0,0,0.15517241379310345,0.0
0,1,0,0,1,0,0.0,1.0
0,1,0,0,0,0,0.3275862068965517,0.0
1,0,1,1,0,1,0.896551724137931,0.0
1,1,0,1,0,1,0.3103448275862069,0.0
1,1,0,1,0,0,0.6896551724137931,0.75
0,1,0,1,0,0,0.4482758620689655,0.375
0,1,0,1,0,1,0.5,0.0625
1,1,0,1,0,0,0.0,0.375
0,0,1,1,0,0,0.8793103448275862,0.0
0,1,0,1,0,1,0.4482758620689655,0.5
0,1,0,0,1,1,0.0,1.0
1,1,0,1,0,0,0.41379310344827586,0.125
0,1,0,1,0,0,0.0,0.4375
1,1,0,0,0,1,0.46551724137931033,0.0625
1,1,0,1,0,1,0.08620689655172414,0.0
1,1,0,0,1,0,0.1206896551724138,0.1875
1,1,0,0,1,0,0.6379310344827587,0.0625
1,1,0,1,0,1,0.4827586206896552,0.0
1,0,1,0,0,1,0.2413793103448276,0.0
0,1,0,0,1,1,0.1896551724137931,1.0
0,1,0,0,0,1,0.25862068965517243,0.1875
0,1,0,0,1,1,0.20689655172413793,0.125
1,1,0,1,0,1,0.3448275862068966,0.0
1,0,1,0,0,0,0.6379310344827587,0.0
0,1,0,0,1,1,0.0,0.625
1,0,1,1,0,1,0.5172413793103449,0.1875
0,1,0,0,1,0,0.4482758620689655,0.3125
0,1,0,1,0,1,0.10344827586206896,0.3125
0,1,0,0,0,0,0.27586206896551724,0.0
1,0,1,0,0,0,0.6896551724137931,0.0625
1,1,0,1,0,0,0.7241379310344828,0.0
1,0,0,0,1,0,0.2413793103448276,0.25
1,0,0,1,0,1,0.3448275862068966,0.125
0,1,0,0,1,1,0.3275862068965517,0.4375
0,0,0,0,1,1,0.3103448275862069,0.5625
1,1,0,1,0,0,0.3103448275862069,0.0
0,0,1,0,0,0,0.05172413793103448,0.0
0,1,0,1,0,0,0.5689655172413793,0.3125
1,0,1,1,0,1,0.3620689655172414,0.5625
1,0,1,1,0,0,0.46551724137931033,0.0
0,1,0,1,0,1,0.25862068965517243,1.0
0,1,0,0,0,1,0.3620689655172414,0.625
1,0,1,1,0,0,0.2413793103448276,0.5
1,1,0,1,0,1,0.1206896551724138,0.0
1,1,0,1,0,1,0.5862068965517241,0.125
0,0,0,0,1,1,0.20689655172413793,1.0
0,0,1,1,0,0,0.6551724137931034,1.0
0,1,0,0,0,0,0.3793103448275862,0.0
1,0,1,0,0,1,0.39655172413793105,0.0
0,1,0,0,0,0,0.0,0.375
0,1,0,1,0,1,0.39655172413793105,0.0
0,1,0,1,0,0,0.3620689655172414,0.5625
1,1,0,1,0,0,0.08620689655172414,0.1875
0,0,1,1,0,1,0.10344827586206896,0.75
1,1,0,1,0,1,0.3448275862068966,1.0
1,1,0,0,1,0,0.603448275862069,0.0
1,1,0,1,0,0,0.10344827586206896,0.0
1,0,1,1,0,1,0.3103448275862069,0.0
0,1,0,0,1,0,0.3275862068965517,1.0
0,1,0,1,0,0,0.3448275862068966,0.0
0,0,1,1,0,0,0.1724137931034483,1.0
1,1,0,0,0,0,0.06896551724137931,0.0
1,0,1,1,0,0,0.46551724137931033,0.0
1,1,0,0,0,0,0.1206896551724138,0.0
1,1,0,0,0,0,0.06896551724137931,0.0
1,1,0,0,0,0,0.3620689655172414,1.0
0,1,0,1,0,0,0.6724137931034483,1.0
0,1,0,1,0,1,0.3448275862068966,0.5
1,0,0,1,0,0,0.1724137931034483,0.4375
0,1,0,1,0,0,0.2413793103448276,0.5
0,1,0,1,0,1,0.6206896551724138,0.4375
0,1,0,1,0,0,0.0,1.0
1,1,0,1,0,0,0.5517241379310345,0.0625
1,1,0,1,0,0,0.4482758620689655,0.0625
0,1,0,0,1,0,0.1724137931034483,0.625
0,1,0,0,0,1,0.25862068965517243,0.375
1,1,0,1,0,0,0.4827586206896552,0.0
0,1,0,0,1,1,0.25862068965517243,0.8125
1,1,0,0,1,0,0.5689655172413793,0.0
1,1,0,0,0,0,0.3103448275862069,0.0
0,0,0,0,0,0,0.5862068965517241,0.5
0,1,0,0,0,0,0.5344827586206896,1.0
0,1,0,0,0,1,0.22413793103448276,0.625
1,1,0,1,0,1,0.3448275862068966,0.75
0,0,0,1,0,1,0.22413793103448276,0.9375
0,1,0,1,0,1,0.603448275862069,0.4375
0,1,0,0,0,1,0.5172413793103449,0.3125
0,1,0,1,0,1,0.39655172413793105,0.1875
1,0,1,1,0,0,0.7413793103448276,0.0
0,1,0,0,0,1,0.22413793103448276,0.8125
0,0,0,1,0,1,0.8448275862068966,0.125
0,0,0,1,0,0,0.43103448275862066,0.4375
1,1,0,1,0,0,0.43103448275862066,0.25
1,1,0,0,1,0,0.3620689655172414,1.0
0,0,0,1,0,1,0.1724137931034483,1.0
0,1,0,1,0,0,0.27586206896551724,0.625
0,1,0,0,1,1,0.08620689655172414,0.5
0,1,0,0,0,1,0.0,0.75
0,1,0,0,1,0,0.2413793103448276,0.0
0,0,1,1,0,0,0.5,0.0
0,1,0,1,0,0,0.25862068965517243,0.3125
1,0,1,1,0,0,0.3448275862068966,1.0
1,0,1,0,0,0,1.0,0.25
1,1,0,0,1,1,0.20689655172413793,0.1875
1,0,1,1,0,0,0.1724137931034483,0.0
0,1,0,0,1,0,0.0,0.8125
0,1,0,0,0,0,0.1896551724137931,0.0625
0,1,0,1,0,1,0.1724137931034483,0.0
1,1,0,0,1,0,0.6206896551724138,1.0
1,0,1,1,0,0,0.39655172413793105,0.125
0,1,0,1,0,1,0.0,0.5625
0,1,0,1,0,1,0.29310344827586204,0.125
1,1,0,1,0,0,0.1724137931034483,0.0
1,1,0,0,1,1,0.6724137931034483,0.0
1,1,0,0,0,1,0.3448275862068966,0.0
0,1,0,0,1,0,0.25862068965517243,1.0
0,1,0,1,0,1,0.15517241379310345,0.375
1,1,0,1,0,0,0.3448275862068966,0.0
0,0,1,0,0,0,0.3448275862068966,0.0
0,1,0,1,0,0,0.05172413793103448,0.0
1,0,1,1,0,0,0.3620689655172414,0.4375
1,0,1,0,1,0,0.7413793103448276,0.4375
0,0,0,0,0,0,0.1724137931034483,0.6875
0,1,0,1,0,1,0.06896551724137931,0.0625
0,0,1,1,0,0,0.15517241379310345,0.125
0,1,0,0,1,0,0.6551724137931034,0.25
1,1,0,1,0,1,0.15517241379310345,1.0
1,1,0,0,0,1,0.1896551724137931,0.0
0,0,0,0,0,1,0.20689655172413793,0.5
1,0,1,1,0,0,0.22413793103448276,0.0
1,1,0,1,0,1,0.41379310344827586,0.5625
0,1,0,0,1,0,0.4827586206896552,1.0
1,1,0,1,0,0,0.034482758620689655,0.0
0,1,0,1,0,1,0.7241379310344828,0.0
1,0,1,1,0,0,0.8448275862068966,0.0
